,open,high,low,close,volume
2025-06-30 09:30:00,497.04,498.0,495.58,497.05,1200407
2025-06-30 09:45:00,497.05,497.73,496.61,496.875,1152647
2025-06-30 10:00:00,496.875,496.95,495.625,496.5,641671
2025-06-30 10:15:00,496.46,496.5,495.68,496.0577,638763
2025-06-30 10:30:00,496.075,496.55,495.33,496.2,518371
2025-06-30 10:45:00,496.1,497.02,496.1,496.56,388444
2025-06-30 11:00:00,496.64,497.42,496.49,496.945,868434
2025-06-30 11:15:00,496.925,497.51,496.76,497.3875,1127276
2025-06-30 11:30:00,497.43,499.06,497.25,498.8213,740220
2025-06-30 11:45:00,498.885,499.31,498.45,498.57,590542
2025-06-30 12:00:00,498.59,499.18,498.57,498.58,402903
2025-06-30 12:15:00,498.615,498.75,497.76,497.83,506100
2025-06-30 12:30:00,497.815,498.76,497.73,498.62,478831
2025-06-30 12:45:00,498.605,498.7538,497.93,498.035,236105
2025-06-30 13:00:00,498.035,498.13,497.56,497.73,247953
2025-06-30 13:15:00,497.725,497.8,497.27,497.6794,217092
2025-06-30 13:30:00,497.6751,497.68,497.11,497.16,179654
2025-06-30 13:45:00,497.14,498.08,496.94,497.565,351857
2025-06-30 14:00:00,497.56,498.1589,497.28,497.685,312555
2025-06-30 14:15:00,497.66,498.33,497.62,498.03,252165
2025-06-30 14:30:00,498.065,498.379,497.69,498.2003,278405
2025-06-30 14:45:00,498.23,498.85,498.03,498.7775,386585
2025-06-30 15:00:00,498.75,499.0,498.47,498.72,362694
2025-06-30 15:15:00,498.73,499.39,498.55,499.045,484493
2025-06-30 15:30:00,499.045,499.33,498.1204,498.4827,619526
2025-06-30 15:45:00,498.49,500.76,497.16,497.16,3076672
2025-07-01 09:30:00,496.47,498.05,495.64,497.19,1341709
2025-07-01 09:45:00,497.145,497.95,496.9,497.465,515282
2025-07-01 10:00:00,497.38,498.02,496.42,497.475,593480
2025-07-01 10:15:00,497.475,497.99,496.7,497.155,490343
2025-07-01 10:30:00,497.13,497.14,495.94,496.405,755424
2025-07-01 10:45:00,496.43,496.88,495.27,495.3925,663007
2025-07-01 11:00:00,495.372,495.59,491.82,492.4,1254352
