,DIFF,DEA,BAR
0,0.0,0.0,0.0
1,-0.03502792022791823,-0.007005584045583647,-0.028022336182334583
2,-0.04934064496229951,-0.01547259622892682,-0.03386804873337269
3,-0.06018348462640688,-0.024414773908422834,-0.03576871071798404
4,-0.14820356146151425,-0.04917253141904112,-0.09903103004247313
5,-0.18522665799658,-0.07638335673454891,-0.1088433012620311
6,-0.20814188567509007,-0.10273506252265716,-0.10540682315243291
7,-0.2304880966975702,-0.12828566935763977,-0.10220242733993043
8,-0.2091446654850273,-0.14445746858311728,-0.06468719690191002
9,-0.21551839128163408,-0.15866965312282066,-0.05684873815881342
10,-0.21646055945524267,-0.17022783438930508,-0.04623272506593759
11,-0.213136496805447,-0.17880956687253347,-0.03432692993291353
12,-0.21646338223018802,-0.18634032994406438,-0.030123052286123636
13,-0.19909312571418525,-0.18889088909808854,-0.010202236616096705
14,-0.15495183498839538,-0.1821030782761499,0.027151243287754534
15,-0.10188214185578204,-0.16605889099207635,0.06417674913629431
16,-0.044017486075446755,-0.14165061000875045,0.0976331239333037
17,-0.04952959352874586,-0.12322640671274954,0.07369681318400367
18,-0.017059254997533913,-0.10199297636970642,0.0849337213721725
19,-0.0017795395671242886,-0.08195028900918999,0.0801707494420657
20,0.011009747901923106,-0.06335828162696737,0.07436802952889048
21,0.01374084494571548,-0.0479384563124308,0.06167930125814628
22,0.008560469752723066,-0.03663867109940003,0.04519914085212309
23,-0.0083353851107546,-0.03097801390167094,0.02264262879091634
24,-0.015112076127877572,-0.027804826346912268,0.012692750219034696
25,-0.03219111238202288,-0.028682083553934392,-0.0035090288280884875
26,-0.026091883095276103,-0.028164043462202734,0.0020721603669266314
27,0.04545015561194532,-0.013441203647373124,0.058891359259318446
28,0.17462126678584866,0.024171290439271235,0.15044997634657742
29,0.3980228921581386,0.0989416107830447,0.2990812813750939
30,0.6055310272257941,0.2002594940715946,0.4052715331541995
31,0.7926541412847712,0.31873842351422993,0.47391571777054126
32,0.9628702090941346,0.4475647806302109,0.5153054284639237
33,1.1298341344821523,0.5840186514005992,0.5458154830815531
34,1.2827986442934787,0.7237746499791751,0.5590239943143036
35,1.429417577686479,0.8649032355206359,0.5645143421658432
36,1.5781530089466713,1.007553190205843,0.5705998187408283
37,1.6691365746468563,1.1398698670940457,0.5292667075528106
38,1.6366167292592735,1.2392192395270913,0.39739748973218214
39,1.5112873150182082,1.2936328546253146,0.2176544603928936
40,1.4109968928633094,1.3171056622729138,0.09389123059039561
41,1.3290816402591759,1.3195008578701661,0.009580782389009723
42,1.242593261264389,1.3041193385490106,-0.06152607728462156
43,1.1471337818666143,1.2727222272125314,-0.12558844534591707
44,1.052506169439667,1.2286790156579586,-0.17617284621829166
45,1.0121465737269517,1.1853725272717572,-0.17322595354480552
46,0.9502848212599702,1.1383549860694,-0.18807016480942984
47,0.9049243619623581,1.0916688612479917,-0.18674449928563353
48,0.8172724424333211,1.0367895774850577,-0.21951713505173664
49,0.7516263807802943,0.979756938144105,-0.22813055736381072
50,0.6581962597611835,0.9154448024675208,-0.25724854270633735
51,0.5233618770851081,0.8370282173910384,-0.3136663403059303
52,0.4977365131413478,0.7691698765411004,-0.27143336339975255
53,0.4226244871097151,0.6998607986548233,-0.2772363115451082
54,0.3358737603087718,0.627063390985613,-0.2911896306768412
55,0.30508189446405254,0.562667091681301,-0.2575851972172485
56,0.3196719494920899,0.5140680632434588,-0.1943961137513689
57,0.31273399318082795,0.47380124923093264,-0.1610672560501047
58,0.3690118451514337,0.45284336841503287,-0.08383152326359916
59,0.4439268363517499,0.4510600620023763,-0.007133225650626407
60,0.49198585411436113,0.45924522042477334,0.032740633689587795
61,0.5272151602917319,0.47283920839816507,0.05437595189356681
62,0.5215422217094243,0.4825798110604169,0.038962410649007406
63,0.4767723442251821,0.48141831769336996,-0.004645973468187847
64,0.46527603173211673,0.47818986050111933,-0.0129138287690026
65,0.44778375235169676,0.47210863887123483,-0.02432488651953807
66,0.4206159123544779,0.4618100935678835,-0.04119418121340557
67,0.4028973378569134,0.4500275424256895,-0.04713020456877609
68,0.3840249807678475,0.4368270300941211,-0.05280204932627358
69,0.43292413141581676,0.43604645035846024,-0.003122318942643476
70,0.4368499715939578,0.43620715460555975,0.0006428169883980206
71,0.42698617148744233,0.4343629579819363,-0.00737678649449397
72,0.43827594437850337,0.43514555526124976,0.003130389117253607
73,0.45244114029738114,0.4386046722684761,0.013836468028905036
74,0.5093655400595054,0.45275684582668196,0.05660869423282344
75,0.4709403200433826,0.45639354067002214,0.014546779373360463
76,0.39168135484507616,0.443451103505033,-0.051769748659956816
77,0.36492653761169436,0.4277461903263653,-0.06281965271467094
78,0.1742231732537931,0.37704158691185086,-0.20281841365805775
79,0.09685474621264234,0.3210042187720092,-0.22414947255936685
80,0.05503783333183776,0.2678109416839749,-0.21277310835213714
81,-0.046014595088522015,0.20504583432947554,-0.25106042941799755
82,-0.09043214333711092,0.14595023879615826,-0.23638238213326918
83,-0.1500717364852875,0.08674584373986911,-0.2368175802251566
84,-0.22814524409157855,0.02376762617357958,-0.25191287026515813
85,-0.32186157917807634,-0.045358214896751604,-0.2765033642813247
86,-0.3644158408079079,-0.10916974007898286,-0.25524610072892506
87,-0.42544022424088723,-0.17242383691136376,-0.2530163873295235
88,-0.4783585847739431,-0.23361078648387965,-0.24474779829006346
89,-0.525511618413546,-0.2919909528698129,-0.23352066554373307
90,-0.5517675664968351,-0.3439462755952174,-0.20782129090161772
91,-0.5456687501347801,-0.38429077050312993,-0.16137797963165018
