,RSI
1163,66.76245210727957
1164,64.86793772957841
1165,57.96342607064702
1166,60.17620493077659
1167,66.22457342970057
1168,67.97185683695304
1169,63.06620209059179
1170,49.40391034811606
1171,49.40391034811606
1172,55.76632445671959
1173,53.76846548085637
1174,47.136816139547264
1175,45.464873216395404
1176,39.72482570755811
1177,38.43645298190767
1178,40.33476847377195
1179,48.13694546729773
1180,54.27102659245474
1181,55.5158670476762
1182,52.30251505490607
1183,54.19248997448037
1184,63.829031494198816
1185,69.09771393890372
1186,68.64522750598722
1187,71.83734939759022
1188,82.37143914169471
1189,71.06555226565733
1190,69.51532482768782
1191,71.42964776794128
1192,74.46894462211756
1193,64.93992074651686
1194,58.8566308243729
1195,55.00036821562724
1196,58.98357289527757
1197,62.398638864755526
1198,59.18041313716729
1199,52.1180162119763
1200,52.9303401593693
1201,49.3246285457001
1202,46.64247657541803
1203,51.14580710148591
1204,62.034329906630475
1205,62.02263083451192
1206,51.26000108855391
1207,60.426023354291864
1208,54.985987856142444
1209,56.61216638615048
1210,65.46313989741485
1211,53.80016214025145
1212,54.91311543235487
1213,56.3532592370079
1214,41.41986977525731
1215,44.66354950193167
1216,46.87594630059503
1217,46.72972429060174
1218,43.7586316795914
1219,47.30835486649442
1220,50.27970463190846
1221,51.13791533909945
1222,59.185966664586395
1223,57.242045523154864
1224,47.36920332936982
1225,54.026106119681735
1226,59.29244915452386
1227,54.118150684932324
1228,62.94562836088497
1229,64.53488372093156
1230,68.31033895418298
1231,78.7635715443215
1232,76.04642661305166
1233,74.4206090787217
1234,77.25259751320212
1235,64.1422712487618
1236,69.54171421706991
1237,73.84897584836403
1238,63.59095400153686
1239,66.95656930313947
1240,65.17553467458319
1241,64.5614435815435
1242,61.07389801209997
1243,62.097622554175665
1244,52.61615738802826
1245,44.89576617236128
1246,39.104298166516564
1247,36.799924570997774
1248,30.08300734662741
1249,38.09030654515409
1250,25.455820476858918
1251,21.648326970581735
1252,21.840838289436647
1253,26.397482398123344
1254,26.981691184252625
1255,32.49824982498323
1256,44.81083121049164
1257,41.35251654301198
1258,44.843707529220275
1259,51.8825301204825
1260,60.17408998417395
1261,62.28644980107692
1262,68.39800510886795
1263,68.30161054172763
1264,67.48236995961634
1265,72.91801162040042
1266,85.8329192987436
1267,81.525851197981
1268,77.36940882076975
1269,73.93802228412135
1270,56.129955046996336
1271,56.792111088750886
1272,56.49084175758055
1273,51.124353496738244
1274,51.124353496739815
1275,56.028454304315254
1276,56.500477099234764
1277,54.37828371278359
1278,70.88510170423207
1279,59.89809397999553
1280,58.382295338816384
1281,56.92190185220551
1282,55.59492726594391
1283,51.73550850399247
1284,59.11358403683757
1285,53.19441714173369
1286,52.42154203797035
1287,47.22838137472275
1288,41.85667752442856
1289,39.62860529434951
1290,35.892594923431474
1291,34.448734448734896
1292,13.521400778209909
1293,14.982484505523729
1294,28.287305375610188
1295,41.23711340206249
1296,44.4444444444448
1297,53.40909090908933
1298,47.87234042553239
1299,52.683084202601236
1300,57.37704918032721
1301,61.76470588235403
1302,72.28144989339081
1303,75.64102564102568
1304,77.90697674418666
1305,68.92857142857139
1306,71.48148148148053
1307,76.53846153846122
1308,74.39341784904666
1309,71.22641509433905
1310,66.22807017543899
1311,62.278388944450214
1312,70.09287372745086
1313,68.66992349525314
1314,66.60099446477204
1315,67.58555133079835
1316,46.003552397869015
1317,46.54161781946103
1318,34.496124031007184
1319,40.210843373494136
1320,51.05782792665835
1321,48.53801169590569
1322,39.45783132530203
1323,40.35608308605344
1324,48.34437086092618
1325,43.317015279631136
1326,47.95695995641495
1327,42.98095703124916
1328,48.04745997005019
1329,41.72517552657882
1330,43.70666106324864
1331,35.54274735830987
1332,37.000000000000455
1333,37.75895499540758
1334,38.06864337936576
1335,31.50949739452004
1336,44.95934374325331
1337,49.341015961321716
1338,50.803961924363435
1339,53.19908405172402
1340,43.29804784162811
1341,46.73865777649036
1342,40.416782826874794
1343,41.57585316891365
1344,42.7970479704798
1345,51.51538111835095
1346,46.10116625983157
1347,51.99752245277118
1348,48.05093555093547
1349,54.41436138905259
1350,38.58031986134122
1351,37.58706268513277
1352,31.87834856602602
1353,36.60463349791051
1354,39.53889071217551
1355,37.24176437744127
1356,39.27489905787279
1357,40.99929750614562
1358,40.11857707509836
1359,37.14826839826726
1360,51.148052902278096
1361,47.55472293433234
1362,41.95372303409807
1363,41.95372303409807
1364,45.51717629294038
1365,36.90551016132294
1366,40.28127143837014
