,MACD,Signal,Histogram
0,0.0,0.0,0.0
1,-0.04547806267805754,-0.009095612535611508,-0.03638245014244603
2,-0.07939417374859659,-0.023155324778208527,-0.056238848970388056
3,-0.11463449810585757,-0.04145115944373834,-0.07318333866211923
4,-0.16127994313671934,-0.06541691618233454,-0.0958630269543848
5,-0.22789640356674568,-0.09791281365921678,-0.1299835899075289
6,-0.29464267423335855,-0.13725878577404516,-0.1573838884593134
7,-0.33081547690113666,-0.1759701239994635,-0.15484535290167317
8,-0.338633878114905,-0.2085028748225518,-0.13013100329235316
9,-0.3580513277483135,-0.23841256540770417,-0.11963876234060933
10,-0.37357153668901333,-0.265444359663966,-0.10812717702504732
11,-0.3714386914239185,-0.28664322601595654,-0.08479546540796196
12,-0.3743974173110587,-0.30419406427497697,-0.07020335303608172
13,-0.3987497248601528,-0.3231051963920122,-0.07564452846814063
14,-0.40371236211530004,-0.3392266295366698,-0.06448573257863022
15,-0.37587725042499187,-0.34655675371433425,-0.029320496710657618
16,-0.33545057032091563,-0.3443355170356506,0.008884946714734943
17,-0.33024390562033545,-0.34151719475258757,0.011273289132252118
18,-0.3247943089960188,-0.3381726176012738,0.013378308605255018
19,-0.32400280954394134,-0.3353386559898074,0.011335846445866049
20,-0.3375592950496866,-0.3357827838017833,-0.0017765112479033451
21,-0.35518264642823283,-0.3396627563270732,-0.015519890101159617
22,-0.35497093999916274,-0.3427243930614911,-0.012246546937671632
23,-0.3501375980390833,-0.3442070340570096,-0.0059305639820737
24,-0.3577406765826936,-0.34691376256214645,-0.01082691402054714
25,-0.3403716848253282,-0.34560534701478285,0.0052336621894546465
26,-0.32378604530231314,-0.34124148667228893,0.017455441369975788
27,-0.3214048628235844,-0.33727416190254805,0.015869299078963672
28,-0.291354593214038,-0.32809024816484605,0.03673565495080805
29,-0.2523732755061303,-0.31294685363310293,0.060573578126972616
30,-0.20539505478905085,-0.29143649386429255,0.0860414390752417
31,-0.1559814054547246,-0.26434547618237897,0.10836407072765436
32,-0.12017206303659123,-0.23551079355322144,0.11533873051663021
33,-0.09633087381399719,-0.2076748096053766,0.11134393579137941
34,-0.062338707057648435,-0.17860758909583097,0.11626888203818253
35,-0.03256320652707245,-0.14939871258207926,0.11683550605500681
36,-0.01713609692018281,-0.12294618944969998,0.10581009252951717
37,-0.0008654429897774207,-0.09853004015771546,0.09766459716793804
38,0.01109436214645143,-0.0766051596968821,0.08769952184333353
39,0.021135869166073462,-0.05705695392429099,0.07819282309036446
40,0.03278279496012715,-0.03908900414740737,0.07187179910753452
41,0.05386704969953371,-0.020497793378019158,0.07436484307755287
42,0.07056990398598373,-0.0022842539052185824,0.07285415789120231
43,0.07766678521909398,0.01370595391964393,0.06396083129945004
44,0.07592825302029382,0.02615041373977391,0.04977783928051992
45,0.06814873915493536,0.034550078822806196,0.03359866033212916
46,0.06287249622161539,0.040214562302568035,0.022657933919047357
47,0.053235867185833285,0.04281882327922109,0.010417043906612196
48,0.04507912515282442,0.04327088365394176,0.0018082414988826595
49,0.0524141093132755,0.04509952878580851,0.007314580527466995
50,0.03933565976018372,0.04394675498068355,-0.004611095220499836
51,0.021485186067479844,0.03945444119804281,-0.017969255130562967
52,0.014011621937129348,0.03436587734586012,-0.020354255408730773
53,0.01263932386419242,0.030020566649526584,-0.017381242785334164
54,0.013558015415412683,0.026728056402703804,-0.013170040987291121
55,0.01093239750923658,0.02356892462401036,-0.012636527114773779
56,0.016711957297758318,0.022197531158759953,-0.005485573861001635
57,0.028643954769705715,0.023486815880949106,0.005157138888756609
58,0.036868238204732506,0.02616310034570579,0.010705137859026718
59,0.043689335047531586,0.02966834728607095,0.014020987761460636
