,MACD,Signal,Histogram
0,0.0,0.0,0.0
1,0.03749287749289465,0.00749857549857893,0.02999430199431572
2,0.09196743532922369,0.024392347464707885,0.0675750878645158
3,0.10407522354486787,0.040328922680739884,0.06374630086412798
4,0.19454058213494818,0.07117125457158155,0.12336932756336663
5,0.2336135487552724,0.10365971340831973,0.12995383534695268
6,0.28397996364290634,0.13972376345523707,0.14425620018766927
7,0.3070820839834596,0.17319542756088158,0.13388665642257802
8,0.32204149924766057,0.20296464189823737,0.11907685734942319
9,0.31014085309567463,0.22439988413772485,0.08574096895794978
10,0.3104529867020176,0.24161050465058342,0.06884248205143417
11,0.32311402600379324,0.2579112089212254,0.06520281708256787
12,0.3233685265849431,0.2710026724539689,0.052365854130974165
13,0.1747614426917039,0.2517544265015159,-0.07699298380981201
14,-0.057399223523106,0.18992369649659152,-0.24732292001969752
15,-0.3582954808307477,0.0802798610311237,-0.4385753418618714
16,-0.6091025715324179,-0.05759662548158462,-0.5515059460508333
17,-0.8039753340874825,-0.2068723672027642,-0.5971029668847183
18,-0.9014947311424635,-0.3457968399907041,-0.5556978911517594
19,-0.8902464555457357,-0.4546867631017104,-0.43555969244402526
20,-0.8784679324366778,-0.5394429969687039,-0.33902493546797385
21,-0.8376902527080858,-0.5990924481165804,-0.23859780459150548
22,-0.8116155434881591,-0.6415970671908962,-0.17001847629726297
23,-0.8423009930339163,-0.6817378523595002,-0.16056314067441602
24,-0.8459741971733763,-0.7145851213222755,-0.13138907585110082
25,-0.874311047172398,-0.7465303064923,-0.12778074068009804
26,-0.8035856613064141,-0.7579413774551228,-0.04564428385129127
27,-0.5990163628495111,-0.7261563745340005,0.1271400116844894
28,-0.3505313983850158,-0.6510313793042035,0.3004999809191877
29,-0.21090207980586229,-0.5630055194045354,0.3521034395986731
30,-0.07596854439708522,-0.4655981244030454,0.38962958000596015
31,0.06559440835223995,-0.35935961785198833,0.4249540262042283
32,0.1879791216646538,-0.2498918699486599,0.43787099161331366
33,0.2784277817052896,-0.14422793961787,0.4226557213231596
34,0.34328724148974743,-0.04672490339634651,0.3900121448860939
35,0.3730479323010627,0.037229663743135334,0.33581826855792735
36,0.3709738532238873,0.10397850163928574,0.2669953515846016
37,0.38087622598990833,0.15935804650941027,0.22151817948049807
38,0.4124136835588388,0.20996917391929598,0.2024445096395428
39,0.5572260656022081,0.2794205522558784,0.2778055133463297
40,0.809956837110775,0.3855278092268578,0.42442902788391723
41,0.9265412667871544,0.49373050073891717,0.43281076604823726
42,1.0137052357155483,0.5977254477342434,0.41597978798130486
43,1.0374421887424603,0.6856687959358868,0.3517733928065735
44,1.0432914574815584,0.7571933282450212,0.2860981292365372
45,1.027321608687629,0.8112189843335428,0.21610262435408611
46,0.9982281760577791,0.8486208226783901,0.14960735337938902
47,0.9528902652958209,0.8694747112018764,0.08341555409394452
48,0.911296286604312,0.8778390262823634,0.03345726032194851
49,0.8683232686938425,0.8759358747646593,-0.007612606070816819
50,0.8303435735366804,0.8668174145190636,-0.036473840982383154
51,0.8006974468632677,0.8535934209879045,-0.05289597412463676
52,0.7029325618984785,0.8234612491700193,-0.12052868727154076
53,0.603168819411593,0.7794027632183341,-0.17623394380674118
54,0.47026937650119294,0.717576085874906,-0.24730670937371302
55,0.4062567716397325,0.6553122230278713,-0.24905545138813878
56,0.34788499550455754,0.5938267775232086,-0.24594178201865102
57,0.2961933190966022,0.5343000858378874,-0.23810676674128517
58,0.2503244179895603,0.477504952268222,-0.2271805342786617
59,0.22220804911091818,0.4264455716367613,-0.2042375225258431
60,0.19496692763493684,0.3801498428363964,-0.18518291520145957
61,0.13469121220347802,0.3310581167098127,-0.1963669045063347
62,0.13421774612811532,0.29169004259347325,-0.15747229646535793
63,0.12193092517298965,0.25773821910937655,-0.1358072939363869
64,0.10691839108937984,0.22757425350537724,-0.1206558624159974
65,0.14020579725075777,0.21010056225445337,-0.0698947650036956
66,0.18383318615499888,0.2048470870345625,-0.02101390087956362
67,0.22150326935738462,0.20817832349912696,0.013324945858257664
68,0.24450400953756457,0.2154434607068145,0.02906054883075007
69,0.26332790558140573,0.22502034968173276,0.03830755589967297
70,0.32253947193390786,0.24452417413216782,0.07801529780174005
71,0.3500979416182872,0.26563892762939173,0.08445901398889549
72,0.37128935870293844,0.2867690138441011,0.08452034485883736
73,0.4123790517612633,0.31189102142753355,0.10048803033372977
74,0.40756466254188695,0.33102574965040427,0.07653891289148268
75,0.4099173244065639,0.3468040646016362,0.06311325980492771
76,0.42463901305373497,0.36237105429205596,0.06226795876167901
77,0.43971795415274073,0.37784043426419295,0.06187751988854778
78,0.7767693415761414,0.4576262157265827,0.31914312584955873
79,0.9465290400808328,0.5554067805974328,0.39112225948340007
80,1.0728373048342803,0.6588928854448023,0.413944419389478
81,1.1779182837170765,0.7626979650992571,0.4152203186178194
82,1.237250466218228,0.8576084653230513,0.37964200089517663
83,1.2728269571667568,0.9406521636917926,0.33217479347496415
84,1.2730327326145812,1.0071282774763504,0.2659044551382308
85,1.2156095340894808,1.0488245287989766,0.16678500529050422
86,1.1683337000987137,1.072726363058924,0.09560733703978963
87,1.1263559532387148,1.0834522810948823,0.042903672143832505
88,1.085816625035136,1.0839251498829332,0.0018914751522027817
89,1.0392879020832595,1.0749977003229985,-0.035709798239738966
90,0.9893945960430983,1.0578770794670185,-0.06848248342392016
91,0.945012152894293,1.0353040941524734,-0.09029194125818041
92,0.8591853139270711,1.0000803381073928,-0.14089502418032174
93,0.7873439407883325,0.9575330586435808,-0.17018911785524837
