,open,high,low,close,volume
2025-06-30 09:30:00,114.4731,114.6527,113.086,114.5629,40841
2025-06-30 09:45:00,114.4865,114.6527,113.7196,114.1238,29956
2025-06-30 10:00:00,114.1936,114.4182,113.7346,114.2834,27370
2025-06-30 10:15:00,114.3134,114.3533,114.014,114.281,28484
2025-06-30 10:30:00,114.2685,114.2685,113.0161,113.2755,29206
2025-06-30 10:45:00,113.4252,113.7446,113.2656,113.6547,10080
2025-06-30 11:00:00,113.8344,113.9342,113.5949,113.7046,19216
2025-06-30 11:15:00,113.7945,113.7945,113.4501,113.6198,13545
2025-06-30 11:30:00,113.6023,114.1437,113.555,114.0739,18268
2025-06-30 11:45:00,114.0589,114.0839,113.7545,113.7545,44020
2025-06-30 12:00:00,113.7645,113.7845,113.6248,113.7745,13374
2025-06-30 12:15:00,113.7645,113.954,113.7246,113.7945,11142
2025-06-30 12:30:00,113.7246,113.7645,113.535,113.6897,20445
2025-06-30 12:45:00,113.7121,113.9841,113.7046,113.9092,8797
2025-06-30 13:00:00,113.9142,114.2635,113.8544,114.2635,15379
2025-06-30 13:15:00,114.3184,114.5629,114.2136,114.4731,21393
2025-06-30 13:30:00,114.4232,114.6627,114.2834,114.6627,13018
2025-06-30 13:45:00,114.6427,114.7325,113.7845,114.019,22959
2025-06-30 14:00:00,114.034,114.483,114.034,114.4731,24466
2025-06-30 14:15:00,114.4431,114.4431,114.2036,114.3433,18769
2025-06-30 14:30:00,114.4119,114.4119,114.2635,114.3533,16455
2025-06-30 14:45:00,114.3832,114.3932,114.227,114.2635,18374
2025-06-30 15:00:00,114.2635,114.3733,114.1737,114.1737,24312
2025-06-30 15:15:00,114.1338,114.1537,114.004,114.014,27091
2025-06-30 15:30:00,114.034,114.1837,113.9292,114.0938,65719
2025-06-30 15:45:00,114.1038,114.2535,113.8643,113.9441,130387
2025-07-01 09:30:00,113.2955,114.7325,113.2855,114.1837,37892
2025-07-01 09:45:00,114.3433,115.2914,114.3284,115.0169,44763
2025-07-01 10:00:00,115.1517,116.2294,115.0169,115.94,70522
2025-07-01 10:15:00,115.955,117.5068,115.955,117.4968,72519
2025-07-01 10:30:00,117.4768,118.1455,117.3606,117.9608,84026
2025-07-01 10:45:00,117.896,118.6843,117.8361,118.355,101783
2025-07-01 11:00:00,118.2253,119.1234,118.0856,118.7642,75581
2025-07-01 11:15:00,118.6885,119.7521,118.4448,119.323,158405
2025-07-01 11:30:00,119.4827,120.0216,119.2132,119.7621,74511
2025-07-01 11:45:00,119.7821,120.6303,119.7022,120.281,53152
2025-07-01 12:00:00,120.3609,121.2291,120.2611,120.9097,48703
2025-07-01 12:15:00,121.1393,121.3388,120.5555,120.8149,44749
2025-07-01 12:30:00,120.8149,120.8898,119.6024,119.7521,218173
2025-07-01 12:45:00,119.7372,119.7372,118.6444,118.7342,128793
2025-07-01 13:00:00,118.7542,119.0236,118.4548,118.9238,99612
2025-07-01 13:15:00,119.0137,119.3272,118.864,119.0835,44241
2025-07-01 13:30:00,119.0037,119.1843,118.839,118.9937,53261
2025-07-01 13:45:00,119.0536,119.0536,118.6594,118.824,50403
2025-07-01 14:00:00,118.9438,119.2132,118.5047,118.7392,52597
2025-07-01 14:15:00,118.7642,119.353,118.7642,119.313,42892
2025-07-01 14:30:00,119.2831,119.2831,119.0137,119.0785,57219
2025-07-01 14:45:00,119.1234,119.5226,119.1134,119.2532,63634
2025-07-01 15:00:00,119.2232,119.2432,118.5247,118.7292,58728
2025-07-01 15:15:00,118.7386,119.1334,118.7143,118.8839,75537
2025-07-01 15:30:00,118.8739,118.8739,118.1976,118.4648,100700
2025-07-01 15:45:00,118.4498,118.5147,117.6764,117.7862,332116
2025-07-02 09:30:00,118.4548,119.5818,117.7363,118.864,163763
2025-07-02 09:45:00,118.8789,119.1983,118.2452,118.2452,60057
2025-07-02 10:00:00,118.4748,118.4848,117.6154,117.9558,66984
2025-07-02 10:15:00,117.9958,118.54,117.4569,118.4698,39341
2025-07-02 10:30:00,118.5746,119.313,118.345,118.9987,66221
2025-07-02 10:45:00,118.9538,119.0137,118.1005,118.8141,49692
2025-07-02 11:00:00,118.9438,119.6324,118.7742,119.6324,50847
2025-07-02 11:15:00,119.5426,120.2212,119.5426,120.0715,64370
2025-07-02 11:30:00,120.0315,120.1321,119.812,120.0016,45808
2025-07-02 11:45:00,120.0016,120.0615,119.802,120.0415,30273
2025-07-02 12:00:00,120.0066,120.0066,119.4627,119.6997,79851
2025-07-02 12:15:00,119.6124,119.812,119.2132,119.2687,64220
2025-07-02 12:30:00,119.313,119.7471,119.2532,119.6324,45415
2025-07-02 12:45:00,119.6972,119.7322,119.353,119.5925,49566
2025-07-02 13:00:00,119.5925,119.7322,119.3394,119.4877,49829
2025-07-02 13:15:00,119.5126,119.6523,119.2831,119.5925,27383
2025-07-02 13:30:00,119.5476,119.7222,119.4727,119.5875,31027
2025-07-02 13:45:00,119.585,120.4407,119.5725,120.4407,64351
2025-07-02 14:00:00,120.4407,120.4507,120.0715,120.0715,99437
2025-07-02 14:15:00,120.1613,120.1613,119.8819,119.9717,28120
2025-07-02 14:30:00,120.0864,120.2711,119.9018,120.2711,32046
2025-07-02 14:45:00,120.2711,120.5006,120.2511,120.4004,45960
2025-07-02 15:00:00,120.4307,121.0395,120.1962,121.0395,81343
2025-07-02 15:15:00,121.0011,121.1792,120.0715,120.0715,136410
2025-07-02 15:30:00,120.0715,120.0814,119.2731,119.5226,255080
2025-07-02 15:45:00,119.5226,120.311,119.323,120.0216,292674
2025-07-03 09:30:00,119.9318,120.3408,117.5966,117.9459,114249
2025-07-03 09:45:00,117.9908,119.2182,117.7563,118.8739,52682
2025-07-03 10:00:00,118.8341,119.5625,118.6045,119.1234,62613
2025-07-03 10:15:00,119.0137,119.0137,117.9699,118.2752,61761
2025-07-03 10:30:00,118.1641,118.7243,117.9658,118.7043,65851
2025-07-03 10:45:00,118.6694,118.7537,117.9359,118.38,47082
2025-07-03 11:00:00,118.2951,118.4748,117.9656,117.9656,38884
2025-07-03 11:15:00,118.0257,118.0536,117.305,117.525,61384
2025-07-03 11:30:00,117.5966,117.866,117.3016,117.866,57567
2025-07-03 11:45:00,117.8111,117.9159,117.2673,117.4669,28688
2025-07-03 12:00:00,117.397,117.4818,117.1375,117.3421,64030
2025-07-03 12:15:00,117.3446,117.4768,116.908,117.2024,61480
2025-07-03 12:30:00,117.2024,117.4669,117.0677,117.2613,89361
2025-07-03 12:45:00,117.2673,117.5766,116.9679,117.5168,170199
2025-07-03 13:00:00,117.4818,117.6066,116.7883,117.5267,395939
2025-07-03 13:15:00,117.5267,117.5567,116.908,117.5267,361
2025-07-03 13:30:00,117.407,117.407,116.7583,117.2573,80
2025-07-03 13:45:00,117.5467,117.5467,116.764,116.764,2148
2025-07-03 14:00:00,117.3072,117.3072,116.8282,117.0078,39
2025-07-03 14:15:00,117.2573,117.5068,117.0078,117.5068,532
2025-07-03 14:30:00,117.4968,117.4968,117.4669,117.4768,12
2025-07-03 14:45:00,117.4768,117.4768,117.1325,117.1325,14
2025-07-03 15:00:00,117.4768,117.4768,117.4768,117.4768,3
2025-07-03 15:15:00,116.7655,116.7655,116.7655,116.7655,2
2025-07-03 15:30:00,117.5467,117.5467,117.4768,117.4768,131201
