,MACD,Signal,Histogram
0,0.0,0.0,0.0
1,0.1256410256410163,0.025128205128203265,0.10051282051281304
2,0.20148238731826495,0.06039904156621561,0.14108334575204934
3,0.33509163208174186,0.11533755966932087,0.219754072412421
4,0.37823743202937976,0.16791753414133265,0.2103198978880471
5,0.42887032450084916,0.22010809221323596,0.2087622322876132
6,0.4381254929670604,0.2637115723640009,0.1744139206030595
7,0.39252056235841337,0.2894733703628834,0.10304719199552997
8,0.34274438524494144,0.300127573339295,0.04261681190564642
9,0.3083596950820038,0.3017739976878368,0.006585697394166978
10,0.2470502119619482,0.29082924054265913,-0.04377902858071092
11,0.23927725268600852,0.280518842971329,-0.041241590285320484
12,0.24162861219707565,0.27274079681647834,-0.031112184619402683
13,0.24869445099119503,0.2679315276514217,-0.01923707666022667
14,0.3415386899211512,0.2826529601053676,0.058885729815783605
15,0.408792282360082,0.3078808245563105,0.10091145780377153
16,0.4640047290588427,0.33910560545681695,0.12489912360202576
17,0.45490901374802206,0.362266287115058,0.09264272663296408
18,0.4784960286612545,0.38551223542429736,0.09298379323695716
19,0.5377907437224962,0.41596793708393714,0.1218228066385591
20,0.5757248852237922,0.4479193267119082,0.12780555851188397
21,0.5917049119245235,0.4766764437544313,0.11502846817009216
22,0.605459007921695,0.502432956587884,0.10302605133381104
23,0.5965716585414498,0.5212606969785972,0.07531096156285255
24,0.6402459955393738,0.5450577566907526,0.09518823884862115
25,0.6918968750045451,0.5744255803535112,0.1174712946510339
26,0.7360461751552521,0.6067496993138594,0.1292964758413927
27,0.7738150436476303,0.6401627681806136,0.13365227546701675
28,0.7658696837069101,0.665304151285873,0.10056553242103716
29,0.7720564280986082,0.68665460664842,0.08540182145018815
30,0.8586465391963429,0.7210529931580048,0.13759354603833818
31,0.8979562098376164,0.7564336364939271,0.14152257334368923
32,0.8886067357265688,0.7828682563404555,0.10573847938611325
33,0.8242411165714429,0.7911428283866531,0.03309828818478988
34,0.6904784107767341,0.7710099448646693,-0.08053153408793523
35,0.5925278189343999,0.7353135196786156,-0.1427857007442157
36,0.5605263259646449,0.7003560809358215,-0.13982975497117656
37,0.5206900984132403,0.6644228844313054,-0.14373278601806505
38,0.4787592637400735,0.627290160293059,-0.14853089655298546
39,0.44045152416720157,0.5899224330678876,-0.14947090890068604
40,0.3990371809215958,0.5517453826386293,-0.15270820171703348
41,0.3349201065163925,0.5083803274141819,-0.17346022089778945
42,0.2720942492870222,0.46112311178875,-0.1890288625017278
43,0.1962381588732569,0.4081461212056514,-0.2119079623323945
44,0.11462739676704814,0.34944237631793074,-0.2348149795508826
45,0.039409535894492365,0.28743580823324305,-0.2480262723387507
46,-0.039116247249523894,0.22212539713668966,-0.26124164438621356
47,-0.1145525018808371,0.1547898173331843,-0.2693423192140214
48,-0.23098201759614767,0.07763545034731792,-0.30861746794346556
49,-0.32276033312700747,-0.0024437063475471615,-0.3203166267794603
50,-0.39816772753869145,-0.08158851058577603,-0.3165792169529154
51,-0.43476135304592844,-0.15222307907780652,-0.2825382739681219
52,-0.45847702712654836,-0.2134738686875549,-0.24500315843899345
53,-0.4845964067951627,-0.2676983763090765,-0.2168980304860862
54,-0.47959482212758076,-0.3100776654727774,-0.16951715665480338
55,-0.49334463673699247,-0.3467310597256204,-0.14661357701137206
56,-0.47615894007219595,-0.37261663579493554,-0.10354230427726041
57,-0.4804019533396513,-0.39417369930387874,-0.08622825403577256
58,-0.4527245198216292,-0.4058838634074289,-0.04684065641420032
59,-0.42947041071408876,-0.41060117286876086,-0.018869237845327902
60,-0.4494340527442091,-0.41836774884385053,-0.031066303900358583
61,-0.44120688849153566,-0.4229355767733876,-0.018271311718148053
62,-0.43691259298316254,-0.4257309800153426,-0.011181612967819943
63,-0.4421303091178288,-0.42901084583583987,-0.01311946328198893
64,-0.41006863020203355,-0.42522240270907863,0.015153772507045082
65,-0.34198533612044457,-0.40857498939135184,0.06658965327090727
66,-0.28275215316620006,-0.3834104221463215,0.10065826898012142
67,-0.24574208500359873,-0.35587675471777697,0.11013466971417823
68,-0.22086932977646256,-0.3288752697295141,0.10800593995305152
69,-0.19407877420218256,-0.3019159706240478,0.10783719642186523
70,-0.18044994833400096,-0.2776227661660384,0.09717281783203746
71,-0.18287237879809481,-0.2586726886924497,0.07580030989435488
72,-0.1898657658705929,-0.24491130412807835,0.055045538257485455
73,-0.18959145926504561,-0.23384733515547182,0.044255875890426205
74,-0.16368319671920517,-0.2198145074682185,0.05613131074901334
75,-0.10641964974774965,-0.19713553592412475,0.0907158861763751
76,0.02900244146633213,-0.15190794044603337,0.1809103819123655
77,0.15072627428111218,-0.09138109750060426,0.24210737178171643
78,-0.005310338462606978,-0.07416694569300482,0.06885660723039784
79,-0.2293616978662385,-0.10520589612765156,-0.12415580173858694
80,-0.4440154786199173,-0.17296781262610472,-0.2710476659938126
81,-0.5445104295964711,-0.247276336020178,-0.2972340935762931
82,-0.5738599162066294,-0.3125930520574683,-0.26126686414916106
83,-0.6147490021124895,-0.37302424206847257,-0.24172476004401694
84,-0.6594267873422837,-0.43030475112323474,-0.22912203621904892
85,-0.7223107867406497,-0.48870595824671775,-0.233604828493932
86,-0.7773075294403498,-0.5464262724854442,-0.23088125695490558
87,-0.8582046067185729,-0.6087819393320699,-0.24942266738650298
88,-0.997959244395588,-0.6866174003447736,-0.31134184405081444
89,-1.1866221742633911,-0.7866183551284971,-0.400003819134894
90,-1.421026211347737,-0.9134999263723451,-0.5075262849753919
91,-1.6566871952588258,-1.0621373801496414,-0.5945498151091844
