,DIFF,DEA,BAR
0,0.0,0.0,0.0
1,0.011566951566976513,0.0023133903133953026,0.00925356125358121
2,0.02363260363145514,0.006577232977007271,0.01705537065444787
3,0.01053609053522564,0.007369004488650945,0.003167086046574694
4,0.0009529410662594273,0.006085791804172642,-0.0051328507379132145
5,-0.010554688187966121,0.002757695805744889,-0.01331238399371101
6,-0.041579130615758686,-0.006109669478555826,-0.03546946113720286
7,-0.039294814790082455,-0.012746698540861152,-0.026548116249221303
8,-0.015518842963246016,-0.013301127425338125,-0.0022177155379078904
9,-0.011870787053766207,-0.013015059351023744,0.0011442722972575363
10,0.0014930264030397211,-0.010113442200211053,0.011606468603250774
11,0.011140538069696504,-0.0058626461462295415,0.017003184215926045
12,0.02735507811544835,0.0007808987061060368,0.026574179409342313
13,0.019006298058826587,0.0044259785766501475,0.014580319482176439
14,-0.04359182076686352,-0.005177581292052586,-0.038414239474810936
15,-0.1096890156215693,-0.02607986815795593,-0.08360914746361336
16,-0.17777440742369777,-0.0564187760111043,-0.12135563141259346
17,-0.20914872399319506,-0.08696476560752246,-0.1221839583856726
18,-0.24131778997792708,-0.11783537048160339,-0.12348241949632369
19,-0.2394329523308727,-0.14215488685145727,-0.09727806547941542
20,-0.24161739061500498,-0.16204738760416681,-0.07957000301083816
21,-0.23996910276795802,-0.17763173063692506,-0.062337372131032964
22,-0.23495384473659442,-0.18909615345685893,-0.04585769127973549
23,-0.23791962440162706,-0.19886084764581258,-0.039058776755814484
24,-0.22476837343376133,-0.20404235280340233,-0.020726020630359
25,-0.22905422098392592,-0.20904472643950706,-0.02000949454441886
26,-0.218234822671576,-0.21088274568592086,-0.007352076985655154
27,-0.2108608231656035,-0.2108783611818574,1.7538016253898503e-05
28,-0.1889038626049171,-0.20648346146646934,0.017579598861552248
29,-0.1817295617371144,-0.20153268152059836,0.019803119783483952
30,-0.15893682388639263,-0.19301350999375724,0.03407668610736461
31,-0.12525206546902723,-0.17946122108881127,0.05420915561978404
32,-0.10381526539310926,-0.1643320299496709,0.06051676455656163
33,-0.09660620248013174,-0.15078686445576306,0.05418066197563132
34,-0.08985715088186907,-0.13860092174098426,0.04874377085911519
35,-0.07357390930621932,-0.12559551925403128,0.052021609947811964
36,-0.055989330757711286,-0.1116742815547673,0.055684950797056015
37,-0.04955139222815319,-0.09924970368944448,0.04969831146129129
38,-0.037560968682470275,-0.08691195668804966,0.04935098800557938
39,-0.042895412130349087,-0.07810864777650955,0.03521323564616047
40,-0.05695635315498748,-0.07387818885220514,0.016921835697217655
41,-0.05934647671381299,-0.07097184642452671,0.01162536971071372
42,-0.06612681310076596,-0.07000283975977456,0.0038760266590086023
43,-0.06270825257089996,-0.06854392232199964,0.005835669751099684
44,-0.06410159400681437,-0.0676554566589626,0.003553862652148229
45,-0.06972769804914947,-0.06806990493699996,-0.0016577931121495026
46,-0.07844640978541406,-0.07014520590668279,-0.008301203878731275
47,-0.06882777755845382,-0.069881720237037,0.001053942678583178
48,-0.06010858960218002,-0.0679270941100656,0.007818504507885585
49,-0.043011692034184534,-0.06294401369488939,0.019932321660704855
50,-0.027539060696994966,-0.05586302309531051,0.02832396239831554
51,-0.021484559669914916,-0.04898733041023139,0.027502770740316478
52,-0.031254001205155646,-0.04544066456921625,0.014186663364060603
53,-0.01980551236576389,-0.040313634128525774,0.020508121762761886
54,0.0037487796008974783,-0.031501151382641125,0.035249930983538603
55,0.011789905448267746,-0.02284294001645935,0.0346328454647271
56,0.025932782901918472,-0.013087795432783787,0.03902057833470226
57,0.04779021927842564,-0.0009121924905419014,0.04870241176896754
58,0.07962279513716908,0.015194805035000297,0.06442799010216878
59,0.09926800077991516,0.03200944418398327,0.06725855659593188
60,0.08122059208656651,0.04185167376449992,0.03936891832206659
61,0.07334275801528634,0.0481498906146572,0.025192867400629135
62,0.021255648608871525,0.04277104221350007,-0.021515393604628542
63,0.017306424445905577,0.03767811865998117,-0.020371694214075593
64,0.11053131805670091,0.05224875853932512,0.05828255951737579
65,0.21657325671981198,0.08511365817542249,0.1314595985443895
66,0.36024630545333025,0.14014018763100405,0.2201061178223262
67,0.5373092774758845,0.21957400559998014,0.3177352718759044
68,0.8182867139325651,0.3393165472664972,0.47897016666606795
69,0.9701330050148158,0.46547983881616095,0.5046531661986549
70,1.200830435292744,0.6125499581114776,0.5882804771812663
71,1.3962585594672419,0.7692916783826305,0.6269668810846114
72,1.5808765079291334,0.9316086442919311,0.6492678636372022
73,1.6668446839840954,1.078655852230364,0.5881888317537314
74,1.6864614067168304,1.2002169631276574,0.48624444358917307
75,1.700959278866776,1.3003654262754811,0.4005938525912949
76,1.672193118541344,1.3747309647286539,0.29746215381269003
77,1.5380635841719368,1.4073974886173106,0.13066609555462616
78,1.5686109451740151,1.4396401799286516,0.12897076524536355
79,1.6261211460140998,1.4769363731457412,0.14918477286835863
80,1.6402830281992067,1.5096057041564344,0.13067732404277232
81,1.7315872603590492,1.5540020153969576,0.1775852449620916
82,1.7842024022465637,1.600042092766879,0.18416030947968465
83,1.829406830765322,1.6459150403665677,0.1834917903987543
84,1.8348176299664374,1.6836955582865418,0.15112207167989555
85,1.8121643515061692,1.7093893169304675,0.1027750345757017
86,1.8347902518406158,1.734469503912497,0.10032074792811874
87,1.8260237606286864,1.752780355255735,0.07324340537295138
88,1.7803973215238784,1.758303748509364,0.022093573014514423
89,1.738328774401623,1.754308753687816,-0.01597997928619299
90,1.6624171916203068,1.7359304412743142,-0.0735132496540074
91,1.5337409693088375,1.695492546881219,-0.16175157757238146
