,MIDDLE,UPPER,LOWER
149,200.04613999999998,200.2423457502249,199.84993424977506
150,200.053585,200.24072832559847,199.86644167440153
151,200.06483,200.24111918944743,199.88854081055257
152,200.06958,200.24533459685603,199.89382540314398
153,200.07258000000002,200.24825695951802,199.89690304048202
154,200.08079500000002,200.26892001414643,199.89266998585362
155,200.08079500000002,200.26892001414643,199.89266998585362
156,200.078295,200.26042384363666,199.89616615636334
157,200.085295,200.2826774764264,199.88791252357362
158,200.09403,200.3088451038505,199.8792148961495
159,200.11328,200.3642368685948,199.86232313140522
160,200.12828,200.4098858880966,199.84667411190338
161,200.14278,200.43491425608624,199.85064574391373
162,200.15578,200.457267858532,199.854292141468
163,200.16528,200.47841340422607,199.85214659577392
164,200.171895,200.4925226638754,199.8512673361246
165,200.18939500000002,200.50640686081096,199.87238313918908
166,200.213145,200.4919684565003,199.9343215434997
167,200.229145,200.48235353461132,199.97593646538866
168,200.239645,200.46329805344618,200.0159919465538
169,200.247145,200.45109533941468,200.0431946605853
170,200.2492,200.44630151271818,200.05209848728182
171,200.24645,200.45191149850623,200.04098850149379
172,200.24845,200.4490399352043,200.04786006479569
173,200.25221,200.44369612042595,200.06072387957403
174,200.250245,200.44373316338067,200.05675683661934
175,200.252245,200.44392968049596,200.06056031950402
176,200.260245,200.44905341278087,200.07143658721913
177,200.265745,200.4596370098242,200.0718529901758
178,200.26636000000002,200.46044953332768,200.07227046667236
179,200.26186,200.44686403864722,200.0768559613528
180,200.25036,200.42764148773838,200.07307851226162
181,200.24385999999998,200.41835780454056,200.0693621954594
182,200.24136000000001,200.4120527359476,200.07066726405242
183,200.23810999999998,200.402866022492,200.07335397750796
184,200.24011000000002,200.40994446925578,200.07027553074425
185,200.24511,200.43232549531015,200.05789450468987
186,200.24686000000003,200.43783635455736,200.0558836454427
187,200.24711,200.43828200742018,200.0559379925798
188,200.24836,200.43800523555424,200.05871476444574
189,200.25211000000002,200.43943184406302,200.064788155937
190,200.26288,200.44030681931017,200.08545318068983
191,200.27513,200.43038453599604,200.11987546400394
192,200.29113,200.4576363058707,200.12462369412933
193,200.30037,200.46016356551155,200.14057643448842
194,200.30812,200.45914838492342,200.15709161507658
195,200.31612,200.4666748139381,200.1655651860619
196,200.31362,200.46555771022827,200.1616822897717
197,200.30787,200.46111587879733,200.1546241212027
198,200.308015,200.46118320166062,200.1548467983394
199,200.300015,200.46867670781825,200.13135329218176
200,200.29701500000002,200.47715761338688,200.11687238661315
201,200.284015,200.5219056274563,200.04612437254372
202,200.26376499999998,200.56390099215932,199.96362900784064
203,200.245515,200.58349658327282,199.9075334167272
204,200.22851500000002,200.57631108832285,199.88071891167718
205,200.20576499999999,200.55483669087235,199.85669330912762
206,200.189265,200.53883687815969,199.83969312184033
207,200.17758,200.52929481629312,199.8258651837069
208,200.16958,200.5259170172952,199.8132429827048
209,200.16258,200.51693300032906,199.80822699967092
210,200.15381000000002,200.49977877802564,199.8078412219744
211,200.14631,200.48350161443048,199.80911838556952
212,200.12131000000002,200.43042635622265,199.8121936437774
213,200.10331000000002,200.39535887046011,199.81126112953993
214,200.08881,200.35938614085538,199.8182338591446
215,200.071125,200.30215977865373,199.84009022134626
216,200.06062500000002,200.27184131590738,199.84940868409265
217,200.053125,200.2466904805573,199.85955951944268
218,200.04363,200.20409172982082,199.8831682701792
219,200.04362999999998,200.2040917298208,199.88316827017917
220,200.04961,200.22835857261182,199.87086142738818
221,200.06061000000003,200.238029572884,199.88319042711606
222,200.07036,200.2247722629443,199.9159477370557
223,200.07711,200.21370120569748,199.94051879430253
224,200.08061000000004,200.21460222129897,199.9466177787011
225,200.08711,200.21399784770392,199.96022215229607
226,200.09246000000002,200.21822712648967,199.96669287351037
227,200.095645,200.22024417166313,199.97104582833686
228,200.095895,200.22008571030682,199.9717042896932
229,200.091095,200.21873583614905,199.96345416385094
230,200.088095,200.21269057270243,199.9634994272976
231,200.080845,200.2022062003384,199.95948379966163
232,200.084345,200.1958866084753,199.97280339152474
233,200.08534500000002,200.19402460589296,199.97666539410707
234,200.080845,200.20237954739594,199.9593104526041
235,200.07758,200.2073806828309,199.94777931716914
236,200.07458000000003,200.2087900725697,199.94036992743034
237,200.07083,200.2068171371634,199.9348428628366
238,200.06833,200.2038969436505,199.9327630563495
239,200.06858,200.2047979615647,199.9323620384353
240,200.0651,200.186777572211,199.943422427789
241,200.0621,200.1766773009586,199.94752269904137
242,200.06310000000002,200.1783149478616,199.94788505213845
243,200.0676,200.18759192955406,199.94760807044594
244,200.0711,200.1977423060609,199.9444576939391
245,200.07435,200.20882954256552,199.9398704574345
246,200.08175,200.2441372888472,199.9193627111528
247,200.0885,200.2671186764567,199.90988132354332
248,200.10174999999998,200.30584272918315,199.8976572708168
249,200.114555,200.32993229416599,199.899177705834
250,200.12305999999998,200.34759401946005,199.89852598053992
251,200.13581000000002,200.36579256135295,199.9058274386471
252,200.14731,200.38010505239842,199.9145149476016
253,200.16081,200.39383446133198,199.92778553866802
254,200.17781,200.39842927100082,199.95719072899917
255,200.1933,200.39551606995352,199.99108393004647
256,200.2068,200.38981961931086,200.02378038068912
257,200.2188,200.3804773004281,200.05712269957186
258,200.22705000000002,200.36796625732677,200.08613374267327
259,200.2303,200.36715940538426,200.09344059461574
260,200.2328,200.366030990547,200.099569009453
261,200.22805,200.38574431455234,200.07035568544765
262,200.22573,200.39304751221786,200.05841248778214
263,200.221225,200.40252882612748,200.03992117387253
264,200.21497499999998,200.41301147590661,200.01693852409335
265,200.213975,200.412954828388,200.01499517161201
266,200.206725,200.40537471418915,200.00807528581086
267,200.200225,200.40140395542358,199.9990460445764
268,200.189975,200.38738593528095,199.99256406471906
269,200.18947,200.3859597222438,199.9929802777562
270,200.196185,200.41114883318832,199.9812211668117
271,200.20218500000001,200.43310557668582,199.9712644233142
272,200.209185,200.45665586399485,199.96171413600513
273,200.21703,200.48443277603573,199.94962722396426
274,200.22453,200.5095641298124,199.93949587018759
275,200.23273999999998,200.5336172395233,199.93186276047666
276,200.242275,200.559752862469,199.92479713753102
277,200.251775,200.58257734757007,199.92097265242995
278,200.258525,200.59166884991592,199.92538115008406
279,200.26352500000002,200.59723553245837,199.92981446754166
280,200.270525,200.6053795379398,199.9356704620602
281,200.287275,200.59891511548395,199.97563488451604
282,200.305095,200.59827943611288,200.0119105638871
283,200.324615,200.59754513777358,200.0516848622264
284,200.343865,200.58300459169405,200.10472540830594
285,200.356865,200.58176356684336,200.13196643315663
286,200.376575,200.5902641877169,200.1628858122831
287,200.398575,200.5905363872898,200.20661361271019
288,200.420075,200.5669828318276,200.2731671681724
289,200.43451499999998,200.57598541758705,200.2930445824129
290,200.445585,200.60707155834442,200.28409844165557
291,200.462585,200.6691571566289,200.25601284337108
292,200.483085,200.74234206222846,200.22382793777152
293,200.49924000000001,200.7876325497241,200.21084745027593
294,200.51424000000003,200.8223803466972,200.20609965330286
295,200.52348999999998,200.83397678181797,200.213003218182
296,200.532455,200.84565050628538,200.21925949371462
297,200.538455,200.8495904653345,200.2273195346655
298,200.55445500000002,200.85759431815248,200.25131568184756
299,200.573205,200.86130087932423,200.28510912067577
300,200.58570500000002,200.85404055956246,200.31736944043757
301,200.58270499999998,200.86365207105825,200.3017579289417
302,200.571705,200.89656729293014,200.24684270706987
303,200.56445000000002,200.90763284523354,200.2212671547665
304,200.55795,200.9172008901933,200.1986991098067
305,200.55595,200.9188612433168,200.1930387566832
306,200.54484499999998,200.92379647571528,200.16589352428468
307,200.534845,200.92256656300688,200.1471234369931
308,200.526345,200.92098283516896,200.13170716483103
309,200.51741,200.91701452502514,200.1178054749749
310,200.49762,200.91549360768485,200.07974639231517
311,200.46761999999998,200.89818417627842,200.03705582372154
312,200.40787,200.94979963652776,199.86594036347225
313,200.35711999999998,200.94446130165636,199.7697786983436
314,200.31036999999998,200.91464158794693,199.70609841205302
315,200.34537,201.09192936725887,199.59881063274113
316,200.33987,201.0788726169029,199.60086738309707
317,200.32702,201.05806868467724,199.59597131532277
318,200.30593,201.01944382563224,199.59241617436774
319,200.285185,200.97479496230136,199.59557503769867
320,200.282435,200.96718053483295,199.59768946516704
321,200.309685,201.03613023472357,199.58323976527643
322,200.349685,201.1320144131192,199.56735558688078
323,200.38843,201.2336260074132,199.5432339925868
324,200.44842999999997,201.42445419965668,199.47240580034327
325,200.50543,201.59156849868026,199.41929150131972
326,200.576825,201.78977283655772,199.3638771634423
327,200.64757500000002,201.9676149242365,199.32753507576354
328,200.720575,202.13414842314816,199.30700157685183
329,200.79754499999999,202.2980299720916,199.29706002790837
330,200.898045,202.5013820509163,199.2947079490837
331,201.00717500000002,202.6884848689004,199.32586513109965
332,201.15842500000002,202.86032787665818,199.45652212334187
333,201.31367,203.04277953060821,199.5845604693918
334,201.45842,203.14341997513597,199.773420024864
335,201.52465,203.2905816902798,199.75871830972022
336,201.63915,203.4303179806021,199.8479820193979
337,201.78400000000002,203.59208758753763,199.9759124124624
338,201.93109,203.69111711928778,200.17106288071224
339,202.09558499999997,203.82051913118988,200.37065086881006
340,202.26058500000002,203.99231843916206,200.52885156083798
341,202.45046,204.34457644214837,200.55634355785162
342,202.64321999999999,204.68608022975414,200.60035977024583
343,202.83460499999998,204.97193881327377,200.6972711867262
344,203.031605,205.36447595722143,200.6987340427786
345,203.22610500000002,205.67413625579775,200.7780737442023
346,203.369605,205.78712365782692,200.9520863421731
347,203.52613,205.91413026544868,201.1381297345513
348,203.68887999999998,206.03343954664894,201.34432045335103
349,203.82744499999998,206.05642590424,201.59846409575997
350,203.95594499999999,206.09153209243175,201.82035790756822
351,204.11006500000002,206.19360263460962,202.02652736539042
352,204.25353,206.30870946261905,202.19835053738097
353,204.395035,206.43586252284263,202.3542074771574
354,204.571035,206.60712383300466,202.53494616699533
355,204.770035,206.79542289763492,202.7446471023651
356,204.95836,206.9197244084483,202.9969955915517
357,205.14310999999998,207.10715563554842,203.17906436445153
358,205.31111,207.1420274161694,203.48019258383061
359,205.46188999999998,207.18244051397738,203.74133948602258
360,205.61813999999998,207.2872512093094,203.94902879069056
361,205.736265,207.4426687299445,204.0298612700555
362,205.836505,207.5555296126311,204.1174803873689
363,205.94711500000003,207.69624396731632,204.19798603268373
364,206.03461499999997,207.84870431396487,204.22052568603507
365,206.099975,207.91350369043792,204.28644630956208
366,206.187475,207.86184353627027,204.51310646372974
367,206.24994999999998,207.81241799983707,204.6874820001629
368,206.32445,207.79226245682463,204.8566375431754
369,206.423425,207.67903368673277,205.16781631326725
370,206.52470499999998,207.53097071874672,205.51843928125325
371,206.59694999999996,207.46234756728427,205.73155243271566
372,206.651485,207.35286648872398,205.95010351127604
373,206.69248499999998,207.23511806695788,206.14985193304207
374,206.69648500000002,207.22577906122768,206.16719093877236
375,206.68975500000002,207.2257427668364,206.15376723316365
376,206.68393,207.22712634173286,206.14073365826715
377,206.663195,207.20250598136357,206.12388401863643
378,206.650015,207.21332377864013,206.08670622135986
379,206.647735,207.2125087778023,206.08296122219772
380,206.605235,207.19526251861646,206.01520748138353
381,206.56947999999997,207.14918754004748,205.98977245995246
382,206.54848,207.11725192764075,205.97970807235927
383,206.51648,207.02056991510872,206.01239008489128
384,206.47147999999999,206.87727241567538,206.0656875843246
385,206.41789,206.95036439037878,205.88541560962122
386,206.37264,207.05776269941333,205.68751730058665
387,206.34964,207.09386210719006,205.60541789280992
388,206.29789,207.11636542971127,205.47941457028872
389,206.22037499999996,207.17300004662758,205.26774995337234
390,206.232595,207.22341364604827,205.24177635395174
391,206.28310000000002,207.4865637746233,205.07963622537673
392,206.27677,207.47431126371671,205.07922873628328
393,206.29176999999999,207.50896583875524,205.07457416124473
394,206.32827000000003,207.5907077355731,205.06583226442697
395,206.387545,207.78774194024157,204.9873480597584
396,206.436345,207.91450308921944,204.95818691078054
397,206.480375,208.01661976787722,204.9441302321228
398,206.57075500000002,208.2636513899929,204.87785861000714
399,206.62800499999997,208.3924528002713,204.86355719972866
400,206.68600500000002,208.45639357402553,204.91561642597452
401,206.72601,208.49296458363222,204.9590554163678
402,206.75651,208.52228242247895,204.99073757752103
403,206.80050999999997,208.58002475218674,205.0209952478132
404,206.86300999999997,208.65332285580791,205.07269714419203
405,206.97999,208.74081496323302,205.21916503676695
406,207.10924,208.77570882061792,205.44277117938208
407,207.22898999999998,208.80955127392065,205.64842872607932
408,207.37698999999998,208.8417353824314,205.91224461756855
409,207.55947999999998,208.7175990968599,206.40136090314004
410,207.65423,208.94608576854463,206.3623742314554
411,207.67222999999998,208.9860038491544,206.35845615084557
412,207.75256,208.95174086322362,206.55337913677636
413,207.83481999999998,208.98653400798776,206.6831059920122
414,207.92182000000003,209.08356649757002,206.76007350243003
415,207.978545,209.20091427398572,206.75617572601428
416,208.04299500000002,209.2829381641835,206.80305183581655
417,208.11245,209.34949529380756,206.87540470619243
418,208.14879499999998,209.4256312916475,206.87195870835245
419,208.21878499999997,209.54122329070418,206.89634670929576
420,208.30578500000001,209.59674568719322,207.0148243128068
421,208.40678499999999,209.60327646788443,207.21029353211554
422,208.52197500000003,209.59788405088332,207.44606594911673
423,208.618475,209.593244916973,207.643705083027
424,208.69047500000002,209.53008015249017,207.85086984750987
425,208.75122499999998,209.5507721557032,207.95167784429674
426,208.79686999999998,209.52664600628611,208.06709399371385
427,208.84137,209.49413549217303,208.188604507827
428,208.87637,209.5271299188505,208.2256100811495
429,208.88262999999998,209.5314794111102,208.23378058888974
430,208.87088,209.52195623483067,208.21980376516933
431,208.89937999999998,209.47615470780295,208.322605292197
432,208.95419,209.4007593929492,208.50762060705082
433,209.007425,209.45736594054893,208.5574840594511
434,209.05142500000002,209.57397633969168,208.52887366030836
435,209.098425,209.6969100237609,208.4999399762391
436,209.144175,209.76515411438962,208.52319588561036
437,209.186675,209.81326964566952,208.5600803543305
438,209.23112999999998,209.87439499441075,208.5878650055892
439,209.25639,209.9149555317131,208.59782446828692
440,209.28435999999996,209.94814888018345,208.62057111981647
441,209.30036,209.95983571966195,208.64088428033807
442,209.29892,209.9582140230456,208.63962597695442
443,209.30586,209.96723430566362,208.64448569433637
444,209.32561,209.96807568090395,208.68314431909607
445,209.30536,209.98872444278712,208.6219955572129
446,209.28672,210.02841267176504,208.54502732823497
447,209.29072000000002,210.02628535963663,208.5551546403634
448,209.30347,210.04125108890065,208.56568891109936
449,209.335725,210.05447578140544,208.61697421859455
450,209.38672499999998,210.0682965211204,208.70515347887957
451,209.42912499999997,210.05785252987548,208.80039747012447
452,209.458315,210.09372767906615,208.82290232093385
453,209.47282,210.12711604950834,208.81852395049168
454,209.45232000000001,210.10761393515804,208.797026064842
455,209.43182000000002,210.07206593496906,208.79157406503097
456,209.40982,210.0487363806438,208.7709036193562
457,209.38087000000002,210.03390948166475,208.72783051833528
458,209.33237,210.02534687086973,208.63939312913027
459,209.28387000000004,210.03432015009068,208.5334198499094
460,209.21715,210.085053100329,208.34924689967102
461,209.14915000000002,210.1555017235842,208.14279827641585
462,209.1074,210.15496632850318,208.05983367149685
463,209.061135,210.13226047846354,207.99000952153648
464,209.01638499999999,210.1086329866303,207.92413701336966
465,208.983635,210.14116094654705,207.82610905345294
466,208.95713,210.17620199579423,207.73805800420578
467,208.907585,210.1880511507614,207.62711884923863
468,208.820585,210.1785467253282,207.46262327467178
469,208.72713,210.13301629636206,207.32124370363792
470,208.62566,210.0135299095657,207.23779009043432
471,208.54026,209.87502716423506,207.20549283576491
472,208.44776000000002,209.6758482076945,207.21967179230555
473,208.37401,209.42153227137962,207.32648772862038
474,208.34151000000003,209.31210686660194,207.37091313339812
475,208.30601000000001,209.16705172133445,207.44496827866558
476,208.28996999999998,209.0898888171865,207.49005118281346
477,208.27692000000002,209.0332658317774,207.52057416822262
478,208.26891999999998,209.00782598104627,207.5300140189537
479,208.28591999999998,209.07291550348788,207.49892449651207
480,208.32867000000002,209.19517777406213,207.4621622259379
481,208.39767,209.3824510851493,207.4128889148507
482,208.45017,209.5557337744391,207.34460622556094
483,208.521995,209.8108648606814,207.23312513931862
484,208.593995,210.02381321512354,207.16417678487647
485,208.689995,210.24390652016757,207.13608347983245
486,208.79049999999998,210.4278993384838,207.15310066151616
487,208.87604500000003,210.53340162518228,207.2186883748178
488,208.97179999999997,210.56683441440632,207.37676558559363
489,209.06350000000003,210.55089857822608,207.57610142177398
490,209.14847,210.500894555103,207.796045444897
491,209.22447000000003,210.45382404877745,207.9951159512226
492,209.27297,210.35311738194332,208.19282261805665
493,209.27921999999998,210.3377456372019,208.22069436279807
494,209.28341,210.33122452134432,208.23559547865568
495,209.28690999999998,210.3261075788954,208.24771242110455
496,209.27545,210.33790905530176,208.21299094469825
497,209.2665,210.3497000796777,208.18329992032233
498,209.268955,210.34580786385987,208.19210213614014
499,209.254455,210.3563429806869,208.15256701931312
500,209.216955,210.3897432951071,208.04416670489292
501,209.165455,210.38824612382643,207.94266387617358
502,209.10745500000002,210.36887122409243,207.8460387759076
503,209.04094999999998,210.25928667716684,207.82261332283312
504,208.98445,210.1360746857483,207.83282531425172
505,208.91195,209.95602271675762,207.86787728324236
506,208.829945,209.7438362994696,207.91605370053043
507,208.756945,209.58003885656805,207.93385114343195
508,208.67444,209.45891421049438,207.88996578950562
509,208.59669,209.34181183926657,207.85156816073342
510,208.51269000000002,209.24569959108007,207.77968040891997
511,208.44119,209.05918981909787,207.82319018090215
512,208.38172,209.04511596049807,207.71832403950194
513,208.35872,209.042278776116,207.675161223884
514,208.32352999999998,209.009085473885,207.63797452611496
515,208.276595,208.9790682232283,207.57412177677168
516,208.22709500000002,208.95487881541808,207.49931118458196
517,208.16354499999997,208.97472367840592,207.35236632159402
518,208.09746,208.9625063678388,207.2324136321612
519,208.02346000000003,208.93428511903147,207.11263488096859
520,207.96696000000003,208.93112705125304,207.00279294874701
521,207.90596,208.90838321012424,206.90353678987574
522,207.83496,208.9011045332975,206.76881546670248
523,207.74843499999997,208.83389839223406,206.66297160776588
524,207.66393499999998,208.6716109593433,206.65625904065666
525,207.605435,208.51269975975967,206.69817024024033
526,207.55343499999998,208.37972527465294,206.72714472534702
527,207.50293500000004,208.25178996950658,206.7540800304935
528,207.46793499999998,208.18777882596208,206.74809117403788
529,207.42918500000002,208.12272282357074,206.7356471764293
530,207.40718,208.08698633959597,206.72737366040406
531,207.38018000000002,207.99752977408716,206.7628302259129
532,207.37064999999998,207.97287244009578,206.76842755990418
533,207.3499,207.8857602763557,206.81403972364427
534,207.32739999999998,207.78375388390484,206.87104611609513
535,207.306335,207.71255466715886,206.90011533284112
536,207.28107500000002,207.65350289692475,206.90864710307528
537,207.274325,207.64867104239985,206.89997895760015
538,207.26995500000004,207.64471565890173,206.89519434109835
539,207.2756,207.64868715503204,206.90251284496796
540,207.27860499999997,207.65077358359926,206.90643641640068
541,207.28719,207.65769912281883,206.9166808771812
542,207.30433,207.63699660469814,206.97166339530185
543,207.33436,207.60421961572106,207.06450038427894
544,207.34885999999997,207.59341381839545,207.1043061816045
545,207.35036,207.59762061594412,207.10309938405587
546,207.35486,207.60760693311107,207.10211306688893
547,207.35736000000003,207.60922621675888,207.10549378324117
548,207.36286,207.61240679254746,207.11331320745256
549,207.37711,207.6137012121586,207.1405187878414
550,207.389835,207.6361189633797,207.14355103662032
551,207.40133500000002,207.6841203586009,207.11854964139914
552,207.414375,207.73918794290884,207.08956205709117
553,207.42687500000002,207.79560793071934,207.0581420692807
554,207.44362500000003,207.85950362030692,207.02774637969313
555,207.454875,207.87226006200657,207.0374899379934
556,207.485635,207.9036851318299,207.06758486817012
557,207.509885,207.91040726048493,207.10936273951506
558,207.537385,207.92954162430462,207.14522837569538
559,207.56874,207.98168525900326,207.15579474099673
560,207.59974000000003,208.0145333887543,207.18494661124575
561,207.62865499999998,208.0511988424919,207.20611115750805
562,207.67089,208.11613042421376,207.22564957578626
563,207.69888500000002,208.16102929403797,207.23674070596206
564,207.728885,208.18167294977243,207.27609705022755
565,207.753885,208.20167381428178,207.30609618571822
566,207.770885,208.19866349787998,207.34310650212
567,207.800385,208.18838236988523,207.41238763011478
568,207.830885,208.17665632858197,207.48511367141802
569,207.851385,208.14996723073617,207.55280276926382
570,207.861605,208.12983578414674,207.59337421585326
571,207.87060499999998,208.1293281926327,207.61188180736727
572,207.877065,208.13171540036495,207.62241459963502
573,207.883815,208.14091568698493,207.62671431301507
574,207.895065,208.16790797602076,207.62222202397922
575,207.919315,208.15622774228825,207.68240225771177
576,207.94032499999997,208.19876796425757,207.68188203574238
577,207.97119000000004,208.24089889489358,207.7014811051065
578,208.00363000000002,208.32295789349436,207.68430210650567
579,208.03020999999998,208.40705120847588,207.6533687915241
580,208.050455,208.44111648744652,207.65979351255348
581,208.06945499999998,208.47222490673815,207.6666850932618
582,208.08283,208.510699778991,207.654960221009
583,208.101335,208.5510228743085,207.6516471256915
584,208.11633500000002,208.56898570195932,207.66368429804072
585,208.126335,208.57418509837646,207.67848490162356
586,208.130335,208.567592608143,207.693077391857
587,208.13358499999998,208.56613988861923,207.70103011138073
588,208.128285,208.57022735047357,207.68634264952644
589,208.125285,208.57534959078552,207.67522040921446
590,208.12509500000002,208.57581375918247,207.67437624081757
591,208.11059500000002,208.6092669730656,207.61192302693445
592,208.093595,208.6430875600618,207.5441024399382
593,208.08209499999998,208.65173635520807,207.5124536447919
594,208.06060499999998,208.66061027180595,207.460599728194
595,208.02710499999998,208.69789334208656,207.3563166579134
